index,value_raw,value_centered
1743,1633,1633
1744,1803,1803
1745,1957,1957
1746,2125,2125
1747,2304,2304
1748,2304,2304
1749,2454,2454
1750,2664,2664
1751,2827,2827
1752,3009,3009
1753,3009,3009
1754,3225,3225
1755,3415,3415
1756,3607,3607
1757,3810,3810
1758,3810,3810
1759,3984,3984
1760,4185,4185
1761,4348,4348
1762,4540,4540
1763,4540,4540
1764,4745,4745
1765,4915,4915
1766,5110,5110
1767,5278,5278
1768,5278,5278
1769,5450,5450
1770,5630,5630
1771,5793,5793
1772,5936,5936
1773,5936,5936
1774,6095,6095
1775,6244,6244
1776,6393,6393
1777,6524,6524
1778,6524,6524
1779,6662,6662
1780,6785,6785
1781,6892,6892
1782,7004,7004
1783,7036,7036
1784,7089,7089
1785,7166,7166
1786,7250,7250
1787,7319,7319
1788,7327,7327
1789,7404,7404
1790,7453,7453
1791,7477,7477
1792,7534,7534
1793,7534,7534
1794,7546,7546
1795,7564,7564
1796,7581,7581
1797,7553,7553
1798,7553,7553
1799,7567,7567
1800,7529,7529
1801,7492,7492
1802,7477,7477
1803,7477,7477
1804,7401,7401
1805,7350,7350
1806,7276,7276
1807,7194,7194
1808,7194,7194
1809,7129,7129
1810,7015,7015
1811,6910,6910
1812,6813,6813
1813,6813,6813
1814,6687,6687
1815,6553,6553
1816,6418,6418
1817,6280,6280
1818,6280,6280
1819,6156,6156
1820,5992,5992
1821,5837,5837
1822,5675,5675
1823,5675,5675
1824,5487,5487
1825,5327,5327
1826,5156,5156
1827,4961,4961
1828,4961,4961
1829,4815,4815
1830,4605,4605
1831,4419,4419
1832,4235,4235
1833,4235,4235
1834,4040,4040
1835,3858,3858
1836,3646,3646
1837,3459,3459
1838,3459,3459
1839,3285,3285
1840,3070,3070
1841,2895,2895
1842,2721,2721
1843,2721,2721
1844,2526,2526
1845,2366,2366
1846,2176,2176
1847,2002,2002
1848,2002,2002
1849,1837,1837
1850,1681,1681
1851,1534,1534
1852,1376,1376
1853,1376,1376
1854,1231,1231
1855,1086,1086
1856,950,950
1857,833,833
1858,833,833
1859,721,721
1860,614,614
1861,510,510
1862,416,416
1863,416,416
1864,333,333
1865,202,202
1866,113,113
1867,186,186
1868,186,186
1869,152,152
1870,102,102
1871,37,37
1872,-49,-49
1873,-49,-49
1874,-54,-54
1875,-42,-42
1876,-4,-4
1877,29,29
1878,91,91
1879,114,114
1880,176,176
1881,176,176
1882,245,245
1883,318,318
1884,418,418
1885,501,501
1886,509,509
1887,637,637
1888,733,733
1889,832,832
1890,969,969
1891,969,969
1892,1086,1086
1893,1221,1221
1894,1376,1376
1895,1502,1502
1896,1502,1502
1897,1678,1678
1898,1844,1844
1899,1994,1994
1900,2190,2190
1901,2190,2190
1902,2344,2344
1903,2533,2533
1904,2716,2716
1905,2883,2883
1906,2883,2883
1907,3067,3067
1908,3264,3264
1909,3449,3449
1910,3656,3656
1911,3656,3656
1912,3834,3834
1913,4035,4035
1914,4241,4241
1915,4405,4405
1916,4405,4405
1917,4596,4596
1918,4780,4780
1919,4961,4961
1920,5151,5151
1921,5151,5151
1922,5321,5321
1923,5510,5510
1924,5668,5668
1925,5817,5817
1926,5817,5817
1927,6003,6003
1928,6129,6129
1929,6281,6281
1930,6430,6430
1931,6430,6430
1932,6548,6548
1933,6686,6686
1934,6804,6804
1935,6912,6912
1936,6912,6912
1937,7010,7010
1938,7106,7106
1939,7207,7207
1940,7287,7287
1941,7287,7287
1942,7345,7345
1943,7413,7413
1944,7446,7446
1945,7510,7510
1946,7510,7510
1947,7529,7529
1948,7554,7554
1949,7575,7575
1950,7575,7575
1951,7583,7583
1952,7578,7578
1953,7553,7553
1954,7529,7529
1955,7506,7506
1956,7514,7514
1957,7452,7452
1958,7391,7391
1959,7347,7347
1960,7257,7257
1961,7257,7257
1962,7172,7172
1963,7090,7090
1964,6988,6988
1965,6902,6902
1966,6902,6902
1967,6786,6786
1968,6657,6657
1969,6545,6545
1970,6389,6389
1971,6389,6389
1972,6247,6247
1973,6108,6108
1974,5945,5945
1975,5806,5806
1976,5806,5806
1977,5629,5629
1978,5461,5461
1979,5305,5305
1980,5101,5101
1981,5101,5101
1982,4920,4920
1983,4735,4735
1984,4550,4550
1985,4388,4388
1986,4388,4388
1987,4185,4185
1988,3981,3981
1989,3814,3814
1990,3599,3599
1991,3599,3599
1992,3430,3430
1993,3234,3234
1994,3043,3043
1995,2872,2872
1996,2872,2872
1997,2666,2666
1998,2499,2499
1999,2320,2320
2000,2127,2127
2001,2127,2127
2002,1966,1966
2003,1806,1806
2004,1643,1643
2005,1494,1494
2006,1494,1494
2007,1338,1338
2008,1199,1199
2009,1064,1064
2010,925,925
2011,957,957
2012,816,816
2013,696,696
2014,591,591
2015,481,481
2016,481,481
2017,401,401
2018,328,328
2019,233,233
2020,176,176
2021,176,176
2022,121,121
2023,74,74
2024,40,40
2025,0,0
2026,0,0
2027,-17,-17
2028,-19,-19
2029,-34,-34
2030,3,3
2031,36,36
2032,36,36
2033,97,97
2034,150,150
2035,199,199
2036,266,266
2037,266,266
2038,340,340
2039,446,446
2040,514,514
2041,635,635
2042,635,635
2043,757,757
2044,870,870
2045,1007,1007
2046,1109,1109
2047,1109,1109
2048,1256,1256
2049,1406,1406
2050,1536,1536
2051,1719,1719
2052,1719,1719
2053,1878,1878
2054,2045,2045
2055,2224,2224
2056,2374,2374
2057,2374,2374
2058,2568,2568
2059,2753,2753
2060,2919,2919
2061,3129,3129
2062,3129,3129
2063,3313,3313
2064,3506,3506
2065,3705,3705
2066,3880,3880
2067,3880,3880
2068,4086,4086
2069,4273,4273
2070,4455,4455
2071,4646,4646
2072,4646,4646
2073,4832,4832
2074,5020,5020
2075,5201,5201
2076,5365,5365
2077,5373,5373
2078,5546,5546
2079,5702,5702
2080,5852,5852
2081,6017,6017
2082,6017,6017
2083,6177,6177
2084,6304,6304
2085,6457,6457
2086,6594,6594
2087,6594,6594
2088,6715,6715
2089,6826,6826
2090,6941,6941
2091,7028,7028
2092,7036,7036
2093,7132,7132
2094,7211,7211
2095,7295,7295
2096,7375,7375
2097,7375,7375
2098,7428,7428
2099,7458,7458
2100,7519,7519
2101,7536,7536
2102,7536,7536
2103,7550,7550
2104,7575,7575
2105,7567,7567
2106,7565,7565
2107,7565,7565
2108,7546,7546
2109,7525,7525
2110,7499,7499
2111,7446,7446
2112,7446,7446
2113,7383,7383
2114,7308,7308
2115,7227,7227
2116,7176,7176
2117,7176,7176
2118,7073,7073
2119,6966,6966
2120,6879,6879
2121,6741,6741
2122,6741,6741
2123,6619,6619
2124,6501,6501
2125,6341,6341
2126,6233,6233
2127,6233,6233
2128,6063,6063
2129,5908,5908
2130,5769,5769
2131,5591,5591
2132,5591,5591
2133,5427,5427
2134,5241,5241
2135,5055,5055
2136,4897,4897
2137,4897,4897
2138,4709,4709
2139,4517,4517
2140,4341,4341
2141,4136,4136
2142,4136,4136
2143,3954,3954
2144,3754,3754
2145,3551,3551
2146,3375,3375
2147,3375,3375
2148,3166,3166
2149,2991,2991
2150,2813,2813
2151,2625,2625
2152,2625,2625
2153,2448,2448
2154,2270,2270
2155,2090,2090
2156,1930,1930
2157,1930,1930
2158,1760,1760
2159,1602,1602
2160,1444,1444
2161,1297,1297
2162,1297,1297
2163,1149,1149
2164,1037,1037
2165,900,900
2166,774,774
2167,774,774
2168,664,664
2169,567,567
2170,453,453
2171,372,372
2172,380,380
2173,302,302
2174,216,216
2175,180,180
2176,110,110
2177,110,110
2178,58,58
2179,37,37
2180,-7,-7
2181,-6,-6
2182,-6,-6
2183,-10,-10
2184,-15,-15
2185,7,7
2186,-10,-10
2187,21,21
2188,57,57
2189,57,57
2190,86,86
2191,161,161
2192,204,204
2193,282,282
2194,282,282
2195,367,367
2196,421,421
2197,549,549
2198,650,650
2199,650,650
2200,758,758
2201,876,876
2202,987,987
2203,1116,1116
2204,1116,1116
2205,1276,1276
2206,1405,1405
2207,1576,1576
2208,1736,1736
2209,1736,1736
2210,1900,1900
2211,2077,2077
2212,2211,2211
2213,2403,2403
2214,2403,2403
2215,2590,2590
2216,2753,2753
2217,2953,2953
2218,3144,3144
2219,3144,3144
2220,3330,3330
2221,3532,3532
2222,3706,3706
2223,3900,3900
2224,3900,3900
2225,4113,4113
2226,4292,4292
2227,4481,4481
2228,4660,4660
2229,4660,4660
2230,4854,4854
2231,5039,5039
2232,5208,5208
2233,5378,5378
2234,5378,5378
2235,5552,5552
2236,5720,5720
2237,5881,5881
2238,6037,6037
2239,6037,6037
2240,6192,6192
2241,6332,6332
2242,6475,6475
2243,6597,6597
2244,6597,6597
2245,6716,6716
2246,6843,6843
2247,6952,6952
2248,7044,7044
2249,7044,7044
2250,7156,7156
2251,7233,7233
2252,7301,7301
2253,7376,7376
2254,7376,7376
2255,7428,7428
2256,7480,7480
2257,7506,7506
2258,7514,7514
2259,7514,7514
2260,7555,7555
2261,7555,7555
2262,7579,7579
2263,7561,7561
2264,7561,7561
2265,7533,7533
2266,7524,7524
2267,7489,7489
2268,7433,7433
2269,7433,7433
2270,7367,7367
2271,7303,7303
2272,7262,7262
2273,7185,7185
2274,7185,7185
2275,7071,7071
2276,6981,6981
2277,6856,6856
2278,6726,6726
2279,6726,6726
2280,6618,6618
2281,6484,6484
2282,6370,6370
2283,6221,6221
2284,6221,6221
2285,6053,6053
2286,5909,5909
2287,5747,5747
2288,5574,5574
2289,5574,5574
2290,5413,5413
2291,5214,5214
2292,5064,5064
2293,4877,4877
2294,4877,4877
2295,4688,4688
2296,4513,4513
2297,4311,4311
2298,4118,4118
2299,4118,4118
2300,3934,3934
2301,3726,3726
2302,3548,3548
2303,3344,3344
2304,3344,3344
2305,3154,3154
2306,2990,2990
2307,2792,2792
2308,2613,2613
2309,2613,2613
2310,2432,2432
2311,2245,2245
2312,2079,2079
2313,1911,1911
2314,1911,1911
2315,1739,1739
2316,1597,1597
2317,1437,1437
2318,1300,1300
2319,1300,1300
2320,1156,1156
2321,1011,1011
2322,886,886
2323,754,754
2324,754,754
2325,660,660
2326,541,541
2327,455,455
2328,368,368
2329,368,368
2330,287,287
2331,228,228
2332,161,161
2333,96,96
2334,96,96
2335,63,63
2336,24,24
2337,-2,-2
2338,2,2
2339,16,16
2340,57,57
2341,97,97
2342,97,97
2343,151,151
2344,229,229
2345,286,286
2346,353,353
2347,353,353
2348,451,451
2349,529,529
2350,658,658
2351,780,780
2352,780,780
2353,885,885
2354,1016,1016
2355,1131,1131
2356,1276,1276
2357,1276,1276
2358,1452,1452
2359,1581,1581
2360,1743,1743
2361,1905,1905
2362,1905,1905
2363,2080,2080
2364,2260,2260
2365,2405,2405
2366,2591,2591
2367,2591,2591
2368,2791,2791
2369,2955,2955
2370,3168,3168
2371,3348,3348
2372,3348,3348
2373,3540,3540
2374,3748,3748
2375,3920,3920
2376,4114,4114
2377,4114,4114
2378,4313,4313
2379,4489,4489
2380,4678,4678
2381,4861,4861
2382,4861,4861
2383,5037,5037
2384,5237,5237
2385,5394,5394
2386,5560,5560
2387,5560,5560
2388,5738,5738
2389,5892,5892
2390,6053,6053
2391,6194,6194
2392,6194,6194
2393,6348,6348
2394,6485,6485
2395,6609,6609
2396,6739,6739
2397,6739,6739
2398,6850,6850
2399,6958,6958
2400,7063,7063
2401,7152,7152
2402,7152,7152
2403,7230,7230
2404,7300,7300
2405,7382,7382
2406,7426,7426
2407,7426,7426
2408,7476,7476
2409,7528,7528
2410,7552,7552
2411,7560,7560
2412,7560,7560
2413,7577,7577
2414,7571,7571
2415,7561,7561
2416,7537,7537
2417,7545,7545
2418,7500,7500
2419,7484,7484
2420,7432,7432
2421,7358,7358
2422,7358,7358
2423,7292,7292
2424,7216,7216
2425,7163,7163
2426,7061,7061
2427,7061,7061
2428,6948,6948
2429,6852,6852
2430,6718,6718
2431,6598,6598
2432,6598,6598
2433,6481,6481
2434,6337,6337
2435,6215,6215
2436,6051,6051
2437,6051,6051
2438,5877,5877
2439,5742,5742
2440,5550,5550
2441,5372,5372
2442,5372,5372
2443,5207,5207
2444,5019,5019
2445,4872,4872
2446,4677,4677
2447,4677,4677
2448,4468,4468
2449,4308,4308
2450,4096,4096
2451,3910,3910
2452,3910,3910
2453,3718,3718
2454,3501,3501
2455,3337,3337
2456,3146,3146
2457,3146,3146
2458,2955,2955
2459,2787,2787
2460,2591,2591
2461,2414,2414
2462,2414,2414
2463,2235,2235
2464,2052,2052
2465,1906,1906
2466,1730,1730
2467,1730,1730
2468,1576,1576
2469,1434,1434
2470,1279,1279
2471,1145,1145
2472,1145,1145
2473,1005,1005
2474,867,867
2475,749,749
2476,633,633
2477,633,633
2478,541,541
2479,440,440
2480,355,355
2481,283,283
2482,283,283
2483,207,207
2484,108,108
2485,20,20
2486,103,103
2487,103,103
2488,112,112
2489,49,49
2490,3,3
2491,-51,-51
2492,-51,-51
2493,-67,-67
2494,-20,-20
2495,23,23
2496,1,1
2497,-5,-5
2498,5,5
2499,61,61
2500,61,61
2501,89,89
2502,144,144
2503,229,229
2504,291,291
2505,291,291
2506,383,383
2507,457,457
2508,536,536
2509,669,669
2510,669,669
2511,764,764
2512,887,887
2513,1037,1037
2514,1151,1151
2515,1151,1151
2516,1309,1309
2517,1435,1435
2518,1582,1582
2519,1767,1767
2520,1767,1767
2521,1905,1905
2522,2082,2082
2523,2271,2271
2524,2434,2434
2525,2434,2434
2526,2634,2634
2527,2799,2799
2528,2977,2977
2529,3185,3185
2530,3185,3185
2531,3349,3349
2532,3555,3555
2533,3773,3773
2534,3932,3932
2535,3932,3932
2536,4131,4131
2537,4318,4318
2538,4504,4504
2539,4703,4703
2540,4703,4703
2541,4881,4881
2542,5056,5056
2543,5237,5237
2544,5407,5407
2545,5407,5407
2546,5586,5586
2547,5733,5733
2548,5919,5919
2549,6067,6067
2550,6067,6067
2551,6215,6215
2552,6371,6371
2553,6495,6495
2554,6607,6607
2555,6607,6607
2556,6746,6746
2557,6867,6867
2558,6977,6977
2559,7073,7073
2560,7073,7073
2561,7163,7163
2562,7243,7243
2563,7311,7311
2564,7377,7377
2565,7377,7377
2566,7427,7427
2567,7482,7482
2568,7524,7524
2569,7540,7540
2570,7548,7548
2571,7561,7561
2572,7586,7586
2573,7566,7566
2574,7561,7561
2575,7561,7561
2576,7536,7536
2577,7510,7510
2578,7476,7476
2579,7418,7418
2580,7418,7418
2581,7374,7374
2582,7307,7307
2583,7214,7214
2584,7135,7135
2585,7167,7167
2586,7036,7036
2587,6953,6953
2588,6836,6836
2589,6697,6697
2590,6697,6697
2591,6604,6604
2592,6459,6459
2593,6314,6314
2594,6194,6194
2595,6194,6194
2596,6026,6026
2597,5884,5884
2598,5721,5721
2599,5534,5534
2600,5534,5534
2601,5388,5388
2602,5194,5194
2603,5009,5009
2604,4843,4843
2605,4843,4843
2606,4635,4635
2607,4468,4468
2608,4292,4292
2609,4073,4073
2610,4073,4073
2611,3910,3910
2612,3709,3709
2613,3500,3500
2614,3325,3325
2615,3325,3325
2616,3108,3108
2617,2939,2939
2618,2765,2765
2619,2567,2567
2620,2567,2567
2621,2405,2405
2622,2210,2210
2623,2055,2055
2624,1883,1883
2625,1915,1915
2626,1712,1712
2627,1566,1566
2628,1400,1400
2629,1262,1262
2630,1262,1262
2631,1122,1122
2632,990,990
2633,871,871
2634,732,732
2635,732,732
2636,627,627
2637,536,536
2638,419,419
2639,362,362
2640,362,362
2641,274,274
2642,190,190
2643,145,145
2644,102,102
2645,102,102
2646,59,59
2647,13,13
2648,-20,-20
2649,0,0
2650,60,60
2651,60,60
2652,118,118
2653,157,157
2654,211,211
2655,311,311
2656,311,311
2657,370,370
2658,458,458
2659,573,573
2660,670,670
2661,670,670
2662,803,803
2663,889,889
2664,1007,1007
2665,1167,1167
2666,1167,1167
2667,1298,1298
2668,1455,1455
2669,1619,1619
2670,1770,1770
2671,1770,1770
2672,1954,1954
2673,2109,2109
2674,2275,2275
2675,2457,2457
2676,2457,2457
2677,2623,2623
2678,2807,2807
2679,3003,3003
2680,3188,3188
2681,3196,3196
2682,3390,3390
2683,3567,3567
2684,3756,3756
2685,3962,3962
2686,3962,3962
2687,4142,4142
2688,4344,4344
2689,4528,4528
2690,4699,4699
2691,4731,4731
2692,4898,4898
2693,5069,5069
2694,5256,5256
2695,5429,5429
2696,5437,5437
2697,5596,5596
2698,5768,5768
2699,5926,5926
2700,6067,6067
2701,6075,6075
2702,6218,6218
2703,6362,6362
2704,6506,6506
2705,6638,6638
2706,6638,6638
2707,6761,6761
2708,6877,6877
2709,6971,6971
2710,7077,7077
2711,7077,7077
2712,7167,7167
2713,7255,7255
2714,7322,7322
2715,7379,7379
2716,7387,7387
2717,7448,7448
2718,7489,7489
2719,7515,7515
2720,7550,7550
2721,7550,7550
2722,7546,7546
2723,7570,7570
2724,7584,7584
2725,7551,7551
2726,7551,7551
2727,7548,7548
2728,7509,7509
2729,7458,7458
2730,7422,7422
2731,7422,7422
2732,7360,7360
2733,7294,7294
2734,7227,7227
2735,7113,7113
2736,7113,7113
2737,7042,7042
2738,6935,6935
2739,6807,6807
2740,6711,6711
2741,6711,6711
2742,6563,6563
2743,6453,6453
2744,6316,6316
2745,6153,6153
2746,6153,6153
2747,6016,6016
2748,5844,5844
2749,5690,5690
2750,5538,5538
2751,5538,5538
2752,5337,5337
2753,5184,5184
2754,5008,5008
2755,4807,4807
2756,4815,4815
2757,4653,4653
2758,4450,4450
2759,4261,4261
2760,4074,4074
2761,4074,4074
2762,3859,3859
2763,3693,3693
2764,3493,3493
2765,3281,3281
2766,3281,3281
2767,3119,3119
2768,2927,2927
2769,2726,2726
2770,2553,2553
2771,2553,2553
2772,2372,2372
2773,2203,2203
2774,2036,2036
2775,1866,1866
2776,1866,1866
2777,1714,1714
2778,1533,1533
2779,1396,1396
2780,1248,1248
2781,1248,1248
2782,1107,1107
2783,980,980
2784,843,843
2785,734,734
2786,734,734
2787,628,628
2788,515,515
2789,425,425
2790,334,334
2791,334,334
2792,263,263
2793,202,202
2794,127,127
2795,96,96
2796,96,96
2797,38,38
2798,5,5
2799,0,0
2800,-24,-24
2801,-24,-24
2802,-14,-14
2803,-24,-24
2804,-15,-15
2805,29,29
2806,61,61
2807,61,61
2808,125,125
2809,183,183
2810,249,249
2811,324,324
2812,324,324
2813,400,400
2814,468,468
2815,593,593
2816,688,688
2817,688,688
2818,800,800
2819,937,937
2820,1064,1064
2821,1218,1218
2822,1218,1218
2823,1348,1348
2824,1486,1486
2825,1666,1666
2826,1800,1800
2827,1800,1800
2828,1968,1968
2829,2164,2164
2830,2325,2325
2831,2520,2520
2832,2520,2520
2833,2682,2682
2834,2860,2860
2835,3059,3059
2836,3222,3222
2837,3222,3222
2838,3419,3419
2839,3628,3628
2840,3798,3798
2841,4024,4024
2842,4024,4024
2843,4198,4198
2844,4390,4390
2845,4589,4589
2846,4762,4762
2847,4762,4762
2848,4946,4946
2849,5123,5123
2850,5285,5285
2851,5486,5486
2852,5486,5486
2853,5637,5637
2854,5806,5806
2855,5968,5968
2856,6118,6118
2857,6118,6118
2858,6260,6260
2859,6415,6415
2860,6542,6542
2861,6673,6673
2862,6673,6673
2863,6783,6783
2864,6901,6901
2865,7002,7002
2866,7093,7093
2867,7101,7101
2868,7198,7198
2869,7264,7264
2870,7347,7347
2871,7403,7403
2872,7403,7403
2873,7452,7452
2874,7513,7513
2875,7522,7522
2876,7551,7551
2877,7551,7551
2878,7577,7577
2879,7569,7569
2880,7571,7571
2881,7556,7556
2882,7556,7556
2883,7531,7531
2884,7520,7520
2885,7456,7456
2886,7412,7412
2887,7420,7420
2888,7340,7340
2889,7267,7267
2890,7207,7207
2891,7108,7108
2892,7108,7108
2893,7015,7015
2894,6914,6914
2895,6785,6785
2896,6681,6681
2897,6681,6681
2898,6568,6568
2899,6409,6409
2900,6276,6276
2901,6126,6126
2902,6126,6126
2903,5972,5972
2904,5830,5830
2905,5640,5640
2906,5498,5498
2907,5498,5498
2908,5310,5310
2909,5121,5121
2910,4974,4974
2911,4758,4758
2912,4758,4758
2913,4583,4583
2914,4411,4411
2915,4199,4199
2916,4027,4027
2917,4027,4027
2918,3835,3835
2919,3629,3629
2920,3445,3445
2921,3240,3240
2922,3240,3240
2923,3069,3069
2924,2883,2883
2925,2683,2683
2926,2517,2517
2927,2517,2517
2928,2338,2338
2929,2158,2158
2930,1992,1992
2931,1808,1808
2932,1808,1808
2933,1664,1664
2934,1505,1505
2935,1365,1365
2936,1221,1221
2937,1221,1221
2938,1076,1076
2939,941,941
2940,825,825
2941,708,708
2942,708,708
2943,603,603
2944,491,491
2945,400,400
2946,329,329
2947,329,329
2948,244,244
2949,192,192
2950,125,125
2951,77,77
2952,77,77
2953,38,38
2954,2,2
2955,-1,-1
2956,-12,-12
2957,-4,-4
2958,-24,-24
2959,-4,-4
2960,13,13
2961,28,28
2962,86,86
2963,86,86
2964,124,124
2965,172,172
2966,250,250
2967,315,315
2968,315,315
2969,403,403
2970,517,517
2971,583,583
2972,705,705
2973,705,705
2974,810,810
2975,929,929
2976,1084,1084
2977,1211,1211
2978,1211,1211
2979,1352,1352
2980,1521,1521
2981,1658,1658
2982,1828,1828
2983,1828,1828
2984,1997,1997
2985,2136,2136
2986,2337,2337
2987,2501,2501
2988,2501,2501
2989,2683,2683
2990,2890,2890
2991,3060,3060
2992,3260,3260
2993,3260,3260
2994,3442,3442
2995,3624,3624
2996,3838,3838
2997,4013,4013
2998,4013,4013
2999,4210,4210
3000,4413,4413
3001,4590,4590
3002,4781,4781
3003,4781,4781
3004,4954,4954
3005,5136,5136
3006,5318,5318
3007,5477,5477
3008,5485,5485
3009,5660,5660
3010,5810,5810
3011,5968,5968
3012,6125,6125
3013,6125,6125
3014,6271,6271
3015,6424,6424
3016,6549,6549
3017,6670,6670
3018,6670,6670
3019,6801,6801
3020,6910,6910
3021,7009,7009
3022,7105,7105
3023,7105,7105
3024,7190,7190
3025,7283,7283
3026,7343,7343
3027,7410,7410
3028,7418,7418
3029,7452,7452
3030,7490,7490
3031,7537,7537
3032,7540,7540
3033,7548,7548
3034,7563,7563
3035,7573,7573
3036,7558,7558
3037,7548,7548
3038,7548,7548
3039,7537,7537
3040,7485,7485
3041,7443,7443
3042,7390,7390
3043,7390,7390
3044,7341,7341
3045,7279,7279
3046,7176,7176
3047,7106,7106
3048,7106,7106
3049,7005,7005
3050,6884,6884
3051,6791,6791
3052,6654,6654
3053,6654,6654
3054,6528,6528
3055,6414,6414
3056,6246,6246
3057,6111,6111
3058,6111,6111
3059,5962,5962
3060,5793,5793
3061,5641,5641
3062,5464,5464
3063,5496,5496
3064,5296,5296
3065,5128,5128
3066,4929,4929
3067,4753,4753
3068,4753,4753
3069,4569,4569
3070,4375,4375
3071,4207,4207
3072,3987,3987
3073,3987,3987
3074,3805,3805
3075,3621,3621
3076,3419,3419
3077,3247,3247
3078,3247,3247
3079,3044,3044
3080,2856,2856
3081,2671,2671
3082,2478,2478
3083,2478,2478
3084,2316,2316
3085,2146,2146
3086,1966,1966
3087,1815,1815
3088,1815,1815
3089,1644,1644
3090,1492,1492
3091,1337,1337
3092,1187,1187
3093,1187,1187
3094,1071,1071
3095,928,928
3096,811,811
3097,691,691
3098,699,699
3099,571,571
3100,492,492
3101,398,398
3102,313,313
3103,313,313
3104,240,240
3105,167,167
3106,122,122
3107,67,67
3108,67,67
3109,27,27
3110,12,12
3111,-18,-18
3112,-22,-22
3113,-22,-22
3114,-11,-11
3115,-18,-18
3116,14,14
3117,18,18
3118,20,20
3119,84,84
3120,137,137
3121,181,181
3122,189,189
3123,268,268
3124,333,333
3125,412,412
3126,520,520
3127,520,520
3128,598,598
3129,722,722
3130,827,827
3131,944,944
3132,944,944
3133,1101,1101
3134,1226,1226
3135,1370,1370
3136,1526,1526
3137,1534,1534
3138,1661,1661
3139,1855,1855
3140,2012,2012
3141,2173,2173
3142,2173,2173
3143,2367,2367
3144,2524,2524
3145,2723,2723
3146,2912,2912
3147,2920,2920
3148,3082,3082
3149,3281,3281
3150,3466,3466
3151,3651,3651
3152,3651,3651
3153,3860,3860
3154,4037,4037
3155,4239,4239
3156,4430,4430
3157,4430,4430
3158,4611,4611
3159,4805,4805
3160,4973,4973
3161,5147,5147
3162,5147,5147
3163,5334,5334
3164,5504,5504
3165,5672,5672
3166,5834,5834
3167,5834,5834
3168,5983,5983
3169,6142,6142
3170,6290,6290
3171,6432,6432
3172,6432,6432
3173,6565,6565
3174,6691,6691
3175,6810,6810
3176,6914,6914
3177,6914,6914
3178,7033,7033
3179,7117,7117
3180,7196,7196
3181,7286,7286
3182,7294,7294
3183,7353,7353
3184,7403,7403
3185,7460,7460
3186,7489,7489
3187,7489,7489
3188,7543,7543
3189,7553,7553
3190,7572,7572
3191,7595,7595
3192,7595,7595
3193,7563,7563
3194,7554,7554
3195,7518,7518
3196,7479,7479
3197,7479,7479
3198,7457,7457
3199,7385,7385
3200,7334,7334
3201,7275,7275
3202,7275,7275
3203,7163,7163
3204,7100,7100
3205,6982,6982
3206,6872,6872
3207,6872,6872
3208,6786,6786
3209,6637,6637
3210,6522,6522
3211,6397,6397
3212,6397,6397
3213,6230,6230
3214,6093,6093
3215,5923,5923
3216,5765,5765
3217,5765,5765
3218,5625,5625
3219,5433,5433
3220,5284,5284
3221,5118,5118
3222,5118,5118
3223,4899,4899
3224,4736,4736
3225,4526,4526
3226,4344,4344
3227,4344,4344
3228,4199,4199
3229,3993,3993
3230,3810,3810
3231,3615,3615
3232,3615,3615
3233,3393,3393
3234,3217,3217
3235,3022,3022
3236,2836,2836
3237,2836,2836
3238,2660,2660
3239,2467,2467
3240,2306,2306
3241,2134,2134
3242,2134,2134
3243,1952,1952
3244,1797,1797
3245,1623,1623
3246,1479,1479
3247,1479,1479
3248,1333,1333
3249,1180,1180
3250,1053,1053
3251,915,915
3252,915,915
3253,806,806
3254,691,691
3255,578,578
3256,488,488
3257,488,488
3258,382,382
3259,304,304
3260,237,237
3261,156,156
3262,156,156
3263,118,118
3264,72,72
3265,39,39
3266,7,7
3267,7,7
3268,-34,-34
3269,-20,-20
3270,-26,-26
3271,-19,-19
3272,-19,-19
3273,20,20
3274,25,25
3275,25,25
3276,81,81
3277,146,146
3278,187,187
3279,287,287
3280,287,287
3281,360,360
3282,432,432
3283,533,533
3284,610,610
3285,610,610
3286,751,751
3287,870,870
3288,975,975
3289,1133,1133
3290,1133,1133
3291,1260,1260
3292,1409,1409
3293,1578,1578
3294,1705,1705
3295,1705,1705
3296,1875,1875
3297,2055,2055
3298,2217,2217
3299,2411,2411
3300,2411,2411
3301,2575,2575
3302,2754,2754
3303,2948,2948
3304,3121,3121
3305,3121,3121
3306,3324,3324
3307,3509,3509
3308,3685,3685
3309,3894,3894
3310,3902,3902
3311,4090,4090
3312,4287,4287
3313,4466,4466
3314,4648,4648
3315,4648,4648
3316,4847,4847
3317,5025,5025
3318,5198,5198
3319,5373,5373
3320,5373,5373
3321,5535,5535
3322,5718,5718
3323,5877,5877
3324,6026,6026
3325,6026,6026
3326,6169,6169
3327,6314,6314
3328,6461,6461
3329,6602,6602
3330,6602,6602
3331,6723,6723
3332,6849,6849
3333,6944,6944
3334,7042,7042
3335,7042,7042
3336,7134,7134
3337,7226,7226
3338,7297,7297
3339,7357,7357
3340,7357,7357
3341,7414,7414
3342,7481,7481
3343,7515,7515
3344,7554,7554
3345,7554,7554
3346,7557,7557
3347,7566,7566
3348,7569,7569
3349,7553,7553
3350,7553,7553
3351,7545,7545
3352,7518,7518
3353,7475,7475
3354,7453,7453
3355,7453,7453
3356,7379,7379
3357,7320,7320
3358,7248,7248
3359,7142,7142
3360,7142,7142
3361,7057,7057
3362,6958,6958
3363,6843,6843
3364,6749,6749
3365,6749,6749
3366,6625,6625
3367,6489,6489
