index,value_raw,value_centered
3368,6357,6357
3369,6194,6194
3370,6194,6194
3371,6062,6062
3372,5894,5894
3373,5729,5729
3374,5597,5597
3375,5597,5597
3376,5403,5403
3377,5233,5233
3378,5055,5055
3379,4857,4857
3380,4857,4857
3381,4699,4699
3382,4495,4495
3383,4310,4310
3384,4134,4134
3385,4134,4134
3386,3936,3936
3387,3740,3740
3388,3550,3550
3389,3348,3348
3390,3356,3356
3391,3165,3165
3392,2975,2975
3393,2794,2794
3394,2613,2613
3395,2613,2613
3396,2433,2433
3397,2249,2249
3398,2072,2072
3399,1915,1915
3400,1915,1915
3401,1757,1757
3402,1594,1594
3403,1439,1439
3404,1297,1297
3405,1297,1297
3406,1143,1143
3407,1017,1017
3408,874,874
3409,765,765
3410,765,765
3411,664,664
3412,547,547
3413,458,458
3414,364,364
3415,364,364
3416,286,286
3417,216,216
3418,144,144
3419,105,105
3420,105,105
3421,66,66
3422,26,26
3423,-7,-7
3424,-26,-26
3425,-26,-26
3426,-25,-25
3427,-10,-10
3428,-16,-16
3429,28,28
3430,10,10
3431,10,10
3432,52,52
3433,114,114
3434,145,145
3435,218,218
3436,218,218
3437,284,284
3438,363,363
3439,466,466
3440,531,531
3441,539,539
3442,650,650
3443,760,760
3444,861,861
3445,1019,1019
3446,1019,1019
3447,1135,1135
3448,1282,1282
3449,1437,1437
3450,1562,1562
3451,1562,1562
3452,1735,1735
3453,1892,1892
3454,2048,2048
3455,2242,2242
3456,2242,2242
3457,2404,2404
3458,2595,2595
3459,2787,2787
3460,2958,2958
3461,2958,2958
3462,3160,3160
3463,3331,3331
3464,3519,3519
3465,3728,3728
3466,3728,3728
3467,3914,3914
3468,4099,4099
3469,4309,4309
3470,4478,4478
3471,4478,4478
3472,4677,4677
3473,4860,4860
3474,5040,5040
3475,5218,5218
3476,5218,5218
3477,5393,5393
3478,5570,5570
3479,5729,5729
3480,5883,5883
3481,5883,5883
3482,6050,6050
3483,6199,6199
3484,6350,6350
3485,6474,6474
3486,6474,6474
3487,6599,6599
3488,6730,6730
3489,6852,6852
3490,6959,6959
3491,6959,6959
3492,7049,7049
3493,7138,7138
3494,7238,7238
3495,7310,7310
3496,7310,7310
3497,7370,7370
3498,7426,7426
3499,7463,7463
3500,7521,7521
3501,7521,7521
3502,7544,7544
3503,7553,7553
3504,7587,7587
3505,7567,7567
3506,7567,7567
3507,7549,7549
3508,7536,7536
3509,7498,7498
3510,7486,7486
3511,7486,7486
3512,7422,7422
3513,7349,7349
3514,7307,7307
3515,7215,7215
3516,7215,7215
3517,7148,7148
3518,7051,7051
3519,6942,6942
3520,6851,6851
3521,6851,6851
3522,6721,6721
3523,6603,6603
3524,6503,6503
3525,6350,6350
3526,6350,6350
3527,6218,6218
3528,6067,6067
3529,5888,5888
3530,5745,5745
3531,5745,5745
3532,5562,5562
3533,5385,5385
3534,5222,5222
3535,5039,5039
3536,5039,5039
3537,4875,4875
3538,4679,4679
3539,4487,4487
3540,4304,4304
3541,4304,4304
3542,4103,4103
3543,3916,3916
3544,3738,3738
3545,3521,3521
3546,3521,3521
3547,3339,3339
3548,3158,3158
3549,2961,2961
3550,2785,2785
3551,2785,2785
3552,2594,2594
3553,2423,2423
3554,2250,2250
3555,2060,2060
3556,2060,2060
3557,1900,1900
3558,1732,1732
3559,1577,1577
3560,1435,1435
3561,1435,1435
3562,1277,1277
3563,1145,1145
3564,1008,1008
3565,878,878
3566,878,878
3567,762,762
3568,638,638
3569,542,542
3570,452,452
3571,452,452
3572,362,362
3573,291,291
3574,201,201
3575,151,151
3576,151,151
3577,100,100
3578,49,49
3579,30,30
3580,-9,-9
3581,-9,-9
3582,-24,-24
3583,-16,-16
3584,-38,-38
3585,4,4
3586,26,26
3587,55,55
3588,95,95
3589,166,166
3590,203,203
3591,203,203
3592,281,281
3593,376,376
3594,446,446
3595,553,553
3596,553,553
3597,655,655
3598,767,767
3599,898,898
3600,1001,1001
3601,1001,1001
3602,1150,1150
3603,1300,1300
3604,1418,1418
3605,1601,1601
3606,1601,1601
3607,1751,1751
3608,1921,1921
3609,2095,2095
3610,2238,2238
3611,2238,2238
3612,2426,2426
3613,2614,2614
3614,2776,2776
3615,2984,2984
3616,2984,2984
3617,3161,3161
3618,3354,3354
3619,3557,3557
3620,3730,3730
3621,3730,3730
3622,3936,3936
3623,4125,4125
3624,4302,4302
3625,4507,4507
3626,4507,4507
3627,4690,4690
3628,4881,4881
3629,5062,5062
3630,5235,5235
3631,5235,5235
3632,5407,5407
3633,5569,5569
3634,5736,5736
3635,5909,5909
3636,5909,5909
3637,6055,6055
3638,6216,6216
3639,6347,6347
3640,6484,6484
3641,6484,6484
3642,6617,6617
3643,6734,6734
3644,6867,6867
3645,6956,6956
3646,6956,6956
3647,7064,7064
3648,7152,7152
3649,7235,7235
3650,7320,7320
3651,7320,7320
3652,7368,7368
3653,7420,7420
3654,7490,7490
3655,7519,7519
3656,7551,7551
3657,7542,7542
3658,7560,7560
3659,7563,7563
3660,7581,7581
3661,7581,7581
3662,7566,7566
3663,7527,7527
3664,7522,7522
3665,7462,7462
3666,7462,7462
3667,7415,7415
3668,7360,7360
3669,7280,7280
3670,7235,7235
3671,7235,7235
3672,7143,7143
3673,7043,7043
3674,6959,6959
3675,6842,6842
3676,6842,6842
3677,6702,6702
3678,6596,6596
3679,6457,6457
3680,6345,6345
3681,6345,6345
3682,6192,6192
3683,6025,6025
3684,5895,5895
3685,5701,5701
3686,5701,5701
3687,5548,5548
3688,5374,5374
3689,5193,5193
3690,5036,5036
3691,5036,5036
3692,4840,4840
3693,4656,4656
3694,4478,4478
3695,4274,4274
3696,4274,4274
3697,4098,4098
3698,3898,3898
3699,3698,3698
3700,3535,3535
3701,3535,3535
3702,3312,3312
3703,3128,3128
3704,2946,2946
3705,2764,2764
3706,2764,2764
3707,2589,2589
3708,2396,2396
3709,2209,2209
3710,2058,2058
3711,2058,2058
3712,1880,1880
3713,1730,1730
3714,1574,1574
3715,1413,1413
3716,1413,1413
3717,1266,1266
3718,1126,1126
3719,996,996
3720,865,865
3721,865,865
3722,746,746
3723,641,641
3724,531,531
3725,440,440
3726,440,440
3727,368,368
3728,267,267
3729,205,205
3730,132,132
3731,132,132
3732,88,88
3733,51,51
3734,6,6
3735,4,4
3736,4,4
3737,-15,-15
3738,-18,-18
3739,-5,-5
3740,-16,-16
3741,-16,-16
3742,22,22
3743,53,53
3744,101,101
3745,176,176
3746,176,176
3747,219,219
3748,298,298
3749,360,360
3750,459,459
3751,459,459
3752,584,584
3753,652,652
3754,787,787
3755,911,911
3756,911,911
3757,1018,1018
3758,1166,1166
3759,1295,1295
3760,1447,1447
3761,1447,1447
3762,1620,1620
3763,1740,1740
3764,1922,1922
3765,2116,2116
3766,2116,2116
3767,2273,2273
3768,2457,2457
3769,2621,2621
3770,2806,2806
3771,2814,2814
3772,3001,3001
3773,3169,3169
3774,3380,3380
3775,3578,3578
3776,3578,3578
3777,3760,3760
3778,3953,3953
3779,4125,4125
3780,4329,4329
3781,4329,4329
3782,4530,4530
3783,4700,4700
3784,4895,4895
3785,5063,5063
3786,5063,5063
3787,5249,5249
3788,5425,5425
3789,5598,5598
3790,5769,5769
3791,5769,5769
3792,5916,5916
3793,6067,6067
3794,6231,6231
3795,6368,6368
3796,6368,6368
3797,6500,6500
3798,6642,6642
3799,6749,6749
3800,6868,6868
3801,6868,6868
3802,6978,6978
3803,7077,7077
3804,7165,7165
3805,7239,7239
3806,7239,7239
3807,7313,7313
3808,7372,7372
3809,7443,7443
3810,7497,7497
3811,7497,7497
3812,7520,7520
3813,7545,7545
3814,7564,7564
3815,7561,7561
3816,7561,7561
3817,7576,7576
3818,7551,7551
3819,7544,7544
3820,7517,7517
3821,7549,7549
3822,7461,7461
3823,7427,7427
3824,7353,7353
3825,7287,7287
3826,7295,7295
3827,7212,7212
3828,7125,7125
3829,7046,7046
3830,6938,6938
3831,6970,6970
3832,6816,6816
3833,6734,6734
3834,6582,6582
3835,6446,6446
3836,6446,6446
3837,6318,6318
3838,6158,6158
3839,6023,6023
3840,5858,5858
3841,5858,5858
3842,5685,5685
3843,5549,5549
3844,5359,5359
3845,5185,5185
3846,5185,5185
3847,5013,5013
3848,4803,4803
3849,4634,4634
3850,4449,4449
3851,4449,4449
3852,4259,4259
3853,4094,4094
3854,3876,3876
3855,3677,3677
3856,3677,3677
3857,3494,3494
3858,3292,3292
3859,3120,3120
3860,2932,2932
3861,2940,2940
3862,2730,2730
3863,2567,2567
3864,2381,2381
3865,2207,2207
3866,2207,2207
3867,2037,2037
3868,1864,1864
3869,1704,1704
3870,1553,1553
3871,1553,1553
3872,1382,1382
3873,1246,1246
3874,1094,1094
3875,973,973
3876,973,973
3877,863,863
3878,735,735
3879,628,628
3880,511,511
3881,511,511
3882,421,421
3883,340,340
3884,265,265
3885,207,207
3886,207,207
3887,137,137
3888,89,89
3889,43,43
3890,5,5
3891,5,5
3892,7,7
3893,-30,-30
3894,-35,-35
3895,-22,-22
3896,-22,-22
3897,-7,-7
3898,33,33
3899,17,17
3900,61,61
3901,124,124
3902,124,124
3903,161,161
3904,240,240
3905,293,293
3906,360,360
3907,360,360
3908,483,483
3909,557,557
3910,683,683
3911,793,793
3912,793,793
3913,908,908
3914,1052,1052
3915,1176,1176
3916,1309,1309
3917,1309,1309
3918,1480,1480
3919,1604,1604
3920,1775,1775
3921,1949,1949
3922,1949,1949
3923,2112,2112
3924,2294,2294
3925,2454,2454
3926,2636,2636
3927,2636,2636
3928,2844,2844
3929,3002,3002
3930,3194,3194
3931,3394,3394
3932,3394,3394
3933,3584,3584
3934,3780,3780
3935,3965,3965
3936,4155,4155
3937,4155,4155
3938,4354,4354
3939,4534,4534
3940,4735,4735
3941,4901,4901
3942,4901,4901
3943,5069,5069
3944,5265,5265
3945,5430,5430
3946,5609,5609
3947,5609,5609
3948,5774,5774
3949,5917,5917
3950,6070,6070
3951,6212,6212
3952,6212,6212
3953,6378,6378
3954,6513,6513
3955,6636,6636
3956,6754,6754
3957,6754,6754
3958,6862,6862
3959,6983,6983
3960,7100,7100
3961,7205,7205
3962,7205,7205
3963,7276,7276
3964,7338,7338
3965,7393,7393
3966,7454,7454
3967,7454,7454
3968,7492,7492
3969,7530,7530
3970,7544,7544
3971,7567,7567
3972,7567,7567
3973,7589,7589
3974,7575,7575
3975,7570,7570
3976,7541,7541
3977,7549,7549
3978,7500,7500
3979,7483,7483
3980,7422,7422
3981,7351,7351
3982,7359,7359
3983,7294,7294
3984,7200,7200
3985,7140,7140
3986,7035,7035
3987,7035,7035
3988,6918,6918
3989,6830,6830
3990,6696,6696
3991,6564,6564
3992,6572,6572
3993,6447,6447
3994,6296,6296
3995,6161,6161
3996,6021,6021
3997,6021,6021
3998,5838,5838
3999,5702,5702
4000,5514,5514
4001,5335,5335
4002,5335,5335
4003,5175,5175
4004,4985,4985
4005,4822,4822
4006,4629,4629
4007,4629,4629
4008,4418,4418
4009,4254,4254
4010,4066,4066
4011,3874,3874
4012,3874,3874
4013,3671,3671
4014,3476,3476
4015,3292,3292
4016,3109,3109
4017,3109,3109
4018,2908,2908
4019,2738,2738
4020,2555,2555
4021,2373,2373
4022,2373,2373
4023,2197,2197
4024,2028,2028
4025,1864,1864
4026,1688,1688
4027,1688,1688
4028,1539,1539
4029,1390,1390
4030,1237,1237
4031,1113,1113
4032,1113,1113
4033,979,979
4034,842,842
4035,727,727
4036,618,618
4037,618,618
4038,534,534
4039,423,423
4040,338,338
4041,271,271
4042,271,271
4043,197,197
4044,131,131
4045,85,85
4046,37,37
4047,37,37
4048,25,25
4049,-11,-11
4050,-15,-15
4051,-26,-26
4052,-26,-26
4053,-21,-21
4054,14,14
4055,40,40
4056,70,70
4057,135,135
4058,135,135
4059,161,161
4060,232,232
4061,341,341
4062,410,410
4063,410,410
4064,509,509
4065,592,592
4066,691,691
4067,829,829
4068,829,829
4069,930,930
4070,1077,1077
4071,1226,1226
4072,1350,1350
4073,1350,1350
4074,1505,1505
4075,1657,1657
4076,1807,1807
4077,2001,2001
4078,2001,2001
4079,2151,2151
4080,2318,2318
4081,2526,2526
4082,2694,2694
4083,2694,2694
4084,2883,2883
4085,3057,3057
4086,3249,3249
4087,3452,3452
4088,3452,3452
4089,3635,3635
4090,3833,3833
4091,4023,4023
4092,4203,4203
4093,4203,4203
4094,4395,4395
4095,4586,4586
4096,4767,4767
4097,4955,4955
4098,4955,4955
4099,5126,5126
4100,5314,5314
4101,5489,5489
4102,5653,5653
4103,5653,5653
4104,5815,5815
4105,5962,5962
4106,6111,6111
4107,6270,6270
4108,6270,6270
4109,6408,6408
4110,6549,6549
4111,6668,6668
4112,6802,6802
4113,6802,6802
4114,6912,6912
4115,7007,7007
4116,7093,7093
4117,7185,7185
4118,7185,7185
4119,7269,7269
4120,7350,7350
4121,7397,7397
4122,7449,7449
4123,7449,7449
4124,7495,7495
4125,7527,7527
4126,7564,7564
4127,7560,7560
4128,7560,7560
4129,7572,7572
4130,7569,7569
4131,7537,7537
4132,7532,7532
4133,7532,7532
4134,7490,7490
4135,7457,7457
4136,7410,7410
4137,7330,7330
4138,7330,7330
4139,7283,7283
4140,7196,7196
4141,7085,7085
4142,7008,7008
4143,7008,7008
4144,6892,6892
4145,6797,6797
4146,6680,6680
4147,6523,6523
4148,6523,6523
4149,6415,6415
4150,6269,6269
4151,6102,6102
4152,5965,5965
4153,5997,5997
4154,5793,5793
4155,5638,5638
4156,5478,5478
4157,5293,5293
4158,5293,5293
4159,5142,5142
4160,4941,4941
4161,4742,4742
4162,4579,4579
4163,4579,4579
4164,4389,4389
4165,4199,4199
4166,4020,4020
4167,3802,3802
4168,3802,3802
4169,3638,3638
4170,3427,3427
4171,3234,3234
4172,3058,3058
4173,3058,3058
4174,2849,2849
4175,2681,2681
4176,2505,2505
4177,2313,2313
4178,2313,2313
4179,2149,2149
4180,1975,1975
4181,1810,1810
4182,1662,1662
4183,1662,1662
4184,1498,1498
4185,1354,1354
4186,1201,1201
4187,1062,1062
4188,1062,1062
4189,936,936
4190,814,814
4191,702,702
4192,583,583
4193,583,583
4194,483,483
4195,395,395
4196,319,319
4197,255,255
4198,255,255
4199,182,182
4200,119,119
4201,79,79
4202,36,36
4203,44,44
4204,13,13
4205,-8,-8
4206,-33,-33
4207,-8,-8
4208,-8,-8
4209,-11,-11
4210,2,2
4211,41,41
4212,41,41
4213,82,82
4214,147,147
4215,191,191
4216,267,267
4217,267,267
4218,334,334
4219,402,402
4220,527,527
4221,624,624
4222,632,632
4223,713,713
4224,861,861
4225,971,971
4226,1114,1114
4227,1114,1114
4228,1249,1249
4229,1367,1367
4230,1551,1551
4231,1697,1697
4232,1697,1697
4233,1850,1850
4234,2039,2039
4235,2197,2197
4236,2392,2392
4237,2392,2392
4238,2568,2568
4239,2715,2715
4240,2921,2921
4241,3097,3097
4242,3097,3097
4243,3283,3283
4244,3499,3499
4245,3672,3672
4246,3873,3873
4247,3873,3873
4248,4062,4062
4249,4239,4239
4250,4452,4452
4251,4614,4614
4252,4614,4614
4253,4797,4797
4254,5001,5001
4255,5177,5177
4256,5361,5361
4257,5369,5369
4258,5515,5515
4259,5668,5668
4260,5850,5850
4261,6008,6008
4262,6008,6008
4263,6159,6159
4264,6301,6301
4265,6432,6432
4266,6576,6576
4267,6576,6576
4268,6694,6694
4269,6823,6823
4270,6937,6937
4271,7024,7024
4272,7024,7024
4273,7120,7120
4274,7198,7198
4275,7282,7282
4276,7355,7355
4277,7355,7355
4278,7400,7400
4279,7471,7471
4280,7498,7498
4281,7526,7526
4282,7534,7534
4283,7565,7565
4284,7554,7554
4285,7557,7557
4286,7560,7560
4287,7560,7560
4288,7535,7535
4289,7538,7538
4290,7466,7466
4291,7432,7432
4292,7432,7432
4293,7383,7383
4294,7305,7305
4295,7245,7245
4296,7152,7152
4297,7160,7160
4298,7069,7069
4299,6991,6991
4300,6863,6863
4301,6757,6757
4302,6765,6765
4303,6637,6637
4304,6481,6481
4305,6369,6369
4306,6228,6228
4307,6228,6228
4308,6081,6081
4309,5941,5941
4310,5737,5737
4311,5603,5603
4312,5603,5603
4313,5433,5433
4314,5246,5246
4315,5079,5079
4316,4881,4881
4317,4881,4881
4318,4704,4704
4319,4539,4539
4320,4332,4332
4321,4146,4146
4322,4146,4146
4323,3964,3964
4324,3755,3755
4325,3578,3578
4326,3378,3378
4327,3378,3378
4328,3187,3187
4329,3010,3010
4330,2797,2797
4331,2640,2640
4332,2640,2640
4333,2454,2454
4334,2270,2270
4335,2110,2110
4336,1930,1930
4337,1930,1930
4338,1768,1768
4339,1623,1623
4340,1444,1444
4341,1316,1316
4342,1316,1316
4343,1171,1171
4344,1032,1032
4345,903,903
4346,777,777
4347,777,777
4348,669,669
4349,563,563
4350,472,472
4351,390,390
4352,390,390
4353,294,294
4354,217,217
4355,158,158
4356,99,99
4357,99,99
4358,66,66
4359,16,16
4360,4,4
4361,-16,-16
4362,-16,-16
4363,-32,-32
4364,-12,-12
4365,-13,-13
4366,9,9
4367,13,13
4368,41,41
4369,109,109
4370,135,135
4371,203,203
4372,203,203
4373,263,263
4374,331,331
4375,445,445
4376,520,520
4377,520,520
4378,620,620
4379,749,749
4380,863,863
4381,1005,1005
4382,1005,1005
4383,1123,1123
4384,1227,1227
4385,1404,1404
4386,1555,1555
4387,1555,1555
4388,1709,1709
4389,1881,1881
4390,2040,2040
4391,2216,2216
4392,2216,2216
4393,2397,2397
4394,2562,2562
4395,2765,2765
4396,2932,2932
4397,2932,2932
4398,3108,3108
4399,3313,3313
4400,3501,3501
4401,3695,3695
4402,3695,3695
4403,3880,3880
4404,4073,4073
4405,4284,4284
4406,4466,4466
4407,4466,4466
4408,4643,4643
4409,4832,4832
4410,5002,5002
4411,5196,5196
4412,5196,5196
4413,5371,5371
4414,5530,5530
4415,5700,5700
4416,5861,5861
4417,5869,5869
4418,6024,6024
4419,6172,6172
4420,6315,6315
4421,6452,6452
4422,6452,6452
4423,6577,6577
4424,6713,6713
4425,6828,6828
4426,6933,6933
4427,6933,6933
4428,7033,7033
4429,7122,7122
4430,7213,7213
4431,7302,7302
4432,7302,7302
4433,7361,7361
4434,7416,7416
4435,7459,7459
4436,7504,7504
4437,7504,7504
4438,7535,7535
4439,7551,7551
4440,7561,7561
4441,7569,7569
4442,7577,7577
4443,7560,7560
4444,7558,7558
4445,7509,7509
4446,7478,7478
4447,7478,7478
4448,7441,7441
4449,7358,7358
4450,7315,7315
4451,7235,7235
4452,7235,7235
4453,7167,7167
4454,7075,7075
4455,6956,6956
4456,6859,6859
4457,6859,6859
4458,6751,6751
4459,6608,6608
4460,6489,6489
4461,6347,6347
4462,6347,6347
4463,6207,6207
4464,6089,6089
4465,5898,5898
4466,5744,5744
4467,5744,5744
4468,5590,5590
4469,5404,5404
4470,5239,5239
4471,5054,5054
4472,5054,5054
4473,4869,4869
4474,4710,4710
4475,4503,4503
4476,4322,4322
4477,4330,4330
4478,4139,4139
4479,3930,3930
4480,3738,3738
4481,3550,3550
4482,3550,3550
4483,3359,3359
4484,3176,3176
4485,2972,2972
4486,2804,2804
4487,2804,2804
4488,2618,2618
4489,2437,2437
4490,2265,2265
4491,2080,2080
4492,2080,2080
4493,1916,1916
4494,1761,1761
4495,1592,1592
4496,1454,1454
4497,1454,1454
4498,1295,1295
4499,1155,1155
4500,1029,1029
4501,895,895
4502,895,895
4503,771,771
4504,652,652
4505,558,558
4506,464,464
4507,464,464
4508,368,368
4509,289,289
4510,213,213
4511,151,151
4512,151,151
4513,103,103
4514,60,60
4515,22,22
4516,2,2
4517,2,2
4518,-27,-27
4519,-22,-22
4520,-19,-19
4521,-5,-5
4522,-5,-5
4523,7,7
4524,1,1
4525,5,5
4526,60,60
4527,100,100
4528,139,139
4529,139,139
4530,224,224
4531,284,284
4532,366,366
4533,464,464
4534,472,472
4535,536,536
4536,661,661
4537,758,758
4538,879,879
4539,879,879
4540,1034,1034
4541,1156,1156
4542,1292,1292
4543,1448,1448
4544,1448,1448
4545,1568,1568
4546,1752,1752
4547,1934,1934
4548,2072,2072
4549,2072,2072
4550,2267,2267
4551,2437,2437
4552,2608,2608
4553,2801,2801
4554,2801,2801
4555,2965,2965
4556,3163,3163
4557,3365,3365
4558,3539,3539
4559,3539,3539
4560,3750,3750
4561,3934,3934
4562,4126,4126
4563,4320,4320
4564,4320,4320
4565,4503,4503
4566,4697,4697
4567,4875,4875
4568,5050,5050
4569,5050,5050
4570,5236,5236
4571,5410,5410
4572,5589,5589
4573,5749,5749
4574,5749,5749
4575,5894,5894
4576,6058,6058
4577,6209,6209
4578,6361,6361
4579,6361,6361
4580,6491,6491
4581,6609,6609
4582,6734,6734
4583,6858,6858
4584,6858,6858
4585,6972,6972
4586,7079,7079
4587,7155,7155
4588,7236,7236
4589,7236,7236
4590,7311,7311
4591,7375,7375
4592,7434,7434
4593,7480,7480
4594,7480,7480
4595,7524,7524
4596,7551,7551
4597,7565,7565
4598,7585,7585
4599,7585,7585
4600,7566,7566
4601,7548,7548
4602,7542,7542
4603,7509,7509
4604,7509,7509
4605,7486,7486
4606,7423,7423
4607,7369,7369
4608,7309,7309
4609,7309,7309
4610,7208,7208
4611,7127,7127
4612,7044,7044
4613,6940,6940
4614,6940,6940
4615,6853,6853
4616,6718,6718
4617,6595,6595
4618,6478,6478
4619,6478,6478
4620,6317,6317
4621,6179,6179
4622,6029,6029
4623,5867,5867
4624,5867,5867
4625,5734,5734
4626,5542,5542
4627,5378,5378
4628,5210,5210
4629,5210,5210
4630,5012,5012
4631,4837,4837
4632,4653,4653
4633,4455,4455
4634,4455,4455
4635,4304,4304
4636,4079,4079
4637,3890,3890
4638,3711,3711
4639,3711,3711
4640,3503,3503
4641,3320,3320
4642,3134,3134
4643,2939,2939
4644,2939,2939
4645,2766,2766
4646,2569,2569
4647,2396,2396
4648,2232,2232
4649,2232,2232
4650,2050,2050
4651,1885,1885
4652,1715,1715
4653,1562,1562
4654,1562,1562
4655,1416,1416
4656,1269,1269
4657,1113,1113
4658,974,974
4659,974,974
4660,858,858
4661,751,751
4662,633,633
4663,543,543
4664,543,543
4665,436,436
4666,348,348
4667,268,268
4668,202,202
4669,202,202
4670,148,148
4671,95,95
4672,52,52
4673,32,32
4674,32,32
4675,-10,-10
4676,-14,-14
4677,-23,-23
4678,-29,-29
4679,-29,-29
4680,3,3
4681,20,20
4682,70,70
4683,94,94
4684,94,94
4685,156,156
4686,241,241
4687,276,276
4688,383,383
4689,383,383
4690,465,465
4691,560,560
4692,692,692
4693,769,769
4694,769,769
4695,898,898
4696,1026,1026
4697,1147,1147
4698,1312,1312
4699,1312,1312
4700,1454,1454
4701,1608,1608
4702,1781,1781
4703,1916,1916
4704,1916,1916
4705,2098,2098
4706,2291,2291
4707,2431,2431
4708,2639,2639
4709,2639,2639
4710,2820,2820
4711,3012,3012
4712,3198,3198
4713,3362,3362
4714,3362,3362
4715,3571,3571
4716,3767,3767
4717,3951,3951
4718,4152,4152
4719,4152,4152
4720,4334,4334
4721,4523,4523
4722,4712,4712
4723,4886,4886
4724,4886,4886
4725,5079,5079
4726,5258,5258
4727,5416,5416
4728,5599,5599
4729,5599,5599
4730,5761,5761
4731,5926,5926
4732,6079,6079
4733,6218,6218
4734,6218,6218
4735,6378,6378
4736,6502,6502
4737,6638,6638
4738,6751,6751
4739,6751,6751
4740,6859,6859
4741,6964,6964
4742,7063,7063
4743,7180,7180
4744,7180,7180
4745,7249,7249
4746,7314,7314
4747,7383,7383
4748,7435,7435
4749,7435,7435
4750,7482,7482
4751,7515,7515
4752,7532,7532
4753,7569,7569
4754,7569,7569
4755,7580,7580
4756,7571,7571
4757,7565,7565
4758,7547,7547
4759,7547,7547
4760,7498,7498
4761,7465,7465
4762,7406,7406
4763,7366,7366
4764,7366,7366
4765,7295,7295
4766,7215,7215
4767,7141,7141
4768,7041,7041
4769,7041,7041
4770,6935,6935
4771,6822,6822
4772,6693,6693
4773,6597,6597
4774,6597,6597
4775,6457,6457
4776,6305,6305
4777,6173,6173
4778,5993,5993
4779,5993,5993
4780,5852,5852
4781,5707,5707
4782,5525,5525
4783,5374,5374
4784,5374,5374
4785,5176,5176
4786,4990,4990
4787,4830,4830
4788,4635,4635
4789,4635,4635
4790,4454,4454
4791,4262,4262
4792,4058,4058
4793,3889,3889
4794,3889,3889
4795,3682,3682
4796,3486,3486
4797,3315,3315
4798,3115,3115
4799,3115,3115
4800,2922,2922
4801,2748,2748
4802,2552,2552
4803,2380,2380
4804,2380,2380
4805,2209,2209
4806,2034,2034
4807,1881,1881
4808,1703,1703
4809,1703,1703
4810,1562,1562
4811,1390,1390
4812,1243,1243
4813,1111,1111
4814,1111,1111
4815,973,973
4816,855,855
4817,742,742
4818,623,623
4819,623,623
4820,528,528
4821,430,430
4822,354,354
4823,266,266
4824,266,266
4825,208,208
4826,144,144
4827,79,79
4828,42,42
4829,42,42
4830,18,18
4831,-1,-1
4832,-8,-8
4833,-22,-22
4834,-22,-22
4835,-21,-21
4836,7,7
4837,45,45
4838,110,110
4839,110,110
4840,178,178
4841,221,221
4842,295,295
4843,351,351
4844,351,351
4845,467,467
4846,577,577
4847,663,663
4848,805,805
4849,805,805
4850,920,920
4851,1060,1060
4852,1201,1201
4853,1318,1318
4854,1318,1318
4855,1470,1470
4856,1633,1633
4857,1767,1767
4858,1957,1957
4859,1957,1957
4860,2133,2133
4861,2289,2289
4862,2486,2486
4863,2641,2641
4864,2641,2641
4865,2835,2835
4866,3027,3027
4867,3194,3194
4868,3406,3406
4869,3406,3406
4870,3587,3587
4871,3766,3766
4872,3993,3993
4873,4154,4154
4874,4154,4154
4875,4356,4356
4876,4545,4545
4877,4723,4723
4878,4911,4911
4879,4911,4911
4880,5092,5092
4881,5269,5269
4882,5450,5450
4883,5603,5603
4884,5611,5611
4885,5775,5775
4886,5937,5937
4887,6081,6081
4888,6242,6242
4889,6242,6242
4890,6378,6378
4891,6521,6521
4892,6646,6646
4893,6765,6765
4894,6765,6765
4895,6874,6874
4896,6986,6986
4897,7084,7084
4898,7174,7174
4899,7174,7174
4900,7247,7247
4901,7336,7336
4902,7389,7389
4903,7445,7445
4904,7445,7445
4905,7492,7492
4906,7517,7517
4907,7558,7558
4908,7565,7565
4909,7565,7565
4910,7576,7576
4911,7570,7570
4912,7534,7534
4913,7545,7545
4914,7545,7545
4915,7503,7503
4916,7458,7458
4917,7432,7432
4918,7354,7354
4919,7354,7354
4920,7279,7279
4921,7205,7205
4922,7119,7119
4923,7047,7047
4924,7047,7047
4925,6929,6929
4926,6804,6804
4927,6701,6701
4928,6558,6558
4929,6558,6558
4930,6430,6430
4931,6302,6302
4932,6138,6138
4933,6020,6020
4934,6020,6020
4935,5853,5853
4936,5672,5672
4937,5521,5521
4938,5328,5328
4939,5328,5328
4940,5163,5163
4941,4996,4996
4942,4799,4799
4943,4623,4623
4944,4623,4623
4945,4426,4426
4946,4247,4247
4947,4071,4071
4948,3849,3849
4949,3849,3849
4950,3676,3676
4951,3469,3469
4952,3273,3273
4953,3102,3102
4954,3102,3102
4955,2907,2907
4956,2721,2721
4957,2551,2551
4958,2357,2357
4959,2365,2365
4960,2204,2204
4961,2010,2010
4962,1839,1839
4963,1688,1688
4964,1688,1688
4965,1524,1524
4966,1387,1387
4967,1249,1249
4968,1104,1104
4969,1104,1104
4970,970,970
4971,843,843
4972,721,721
4973,619,619
4974,619,619
4975,512,512
4976,424,424
4977,339,339
4978,258,258
4979,258,258
4980,214,214
4981,134,134
4982,89,89
4983,29,29
4984,29,29
4985,5,5
4986,-2,-2
4987,-31,-31
4988,-22,-22
4989,-22,-22
4990,-10,-10
4991,1,1
4992,1,1
4993,30,30
4994,74,74
4995,109,109
4996,109,109
4997,172,172
